2019/09/12 08:16:12 [error] 10#10: *1 rewrite or internal redirection cycle while internally redirecting to "/index.html", client: 172.31.0.1, server: _, request: "GET / HTTP/1.1", host: "localhost"
2019/09/12 08:17:58 [error] 12#12: *1 rewrite or internal redirection cycle while internally redirecting to "/index.html", client: 192.168.32.1, server: _, request: "GET / HTTP/1.1", host: "localhost"
2020/06/04 10:47:01 [error] 14#14: *293 FastCGI sent in stderr: "PHP message: PHP Fatal error:  Class App\Repository\Eloquent\BaseRepository contains 1 abstract method and must therefore be declared abstract or implement the remaining methods (App\Repository\BaseRepositoryInterface::save) in /var/www/api/app/Repository/Eloquent/BaseRepository.php on line 9" while reading response header from upstream, client: 192.168.96.1, server: _, request: "POST /api/scans HTTP/1.1", upstream: "fastcgi://192.168.96.5:9000", host: "localhost"
2020/06/05 10:32:58 [error] 10#10: *172 rewrite or internal redirection cycle while internally redirecting to "/index.html", client: 192.168.144.1, server: _, request: "GET /questions HTTP/1.1", host: "localhost"
2020/06/06 11:27:05 [error] 10#10: *306 rewrite or internal redirection cycle while internally redirecting to "/index.html", client: 192.168.144.1, server: _, request: "POST /v1/models/ HTTP/1.1", host: "localhost"
2020/06/10 12:58:48 [error] 9#9: *1 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "POST /api/scans HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/10 13:25:24 [error] 9#9: *3 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "POST /api/scans HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/10 13:29:53 [error] 9#9: *5 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "POST /api/scans HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 03:56:38 [error] 9#9: *7 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 03:57:59 [error] 9#9: *9 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 03:58:19 [error] 9#9: *11 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 04:00:03 [error] 9#9: *13 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 04:00:19 [error] 9#9: *15 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 04:03:53 [error] 9#9: *17 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 04:04:56 [error] 9#9: *19 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 04:34:17 [error] 9#9: *21 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.32.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.32.5:9000", host: "localhost"
2020/06/11 04:51:57 [error] 12#12: *6 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 04:52:03 [error] 12#12: *6 rewrite or internal redirection cycle while internally redirecting to "/index.html", client: 192.168.144.1, server: _, request: "GET /login/facebook/callback?code=AQDv_JaKkTzHTIJh6mcSLR7bZ9sVnP6fPX4YYr4RA_RlLZi8xhG0rGM9BAPdtZ-T7-P5OUHSutcoQrMrlSanZRd2ZyucrbBvbGJsXkLdGySb3SM6JkFUvxUfUeyhGXJxrZGYTpIYXTsDuAyzuOfKrsRvL4iAMiheb0JcQ9s8oxW_cULJ6UKnJF5TEFfr8u7Quq4emZhvXGeng7nzL3Do5e7wALGB3eKfT8t3sNQYtHucdl5U91ATjECln-rddzOzO4dijSLiIkiOgSv7_-rf65ppa7gbvHZhaT4WyLoDm6b3thZhg-mXszXwaut-BE3qY2PvjqUzHSCs_0AyT9WZB39C HTTP/1.1", host: "localhost", referrer: "https://www.facebook.com/v7.0/dialog/oauth/read/"
2020/06/11 04:52:25 [error] 12#12: *11 rewrite or internal redirection cycle while internally redirecting to "/index.html", client: 192.168.144.1, server: _, request: "GET /login/facebook/callback?code=AQDEA9K8Bnem_QArkG2iFnKmxtuEklmUkikIRVrlPaTt6dM_edmTJqpQJceoCad-9GnDsltBCAZarKdRSH6HgNWtiH5CH_aT1e9e1PqyT1xRWyBNnvnjm145AcAo5JRTUPYdRbUaUVslrt23-U1JT1r67t3cdMXc7LvWQjIX6_MC_-eVnv3i2S5vhtNkdwufboiQso2OOtQLaLImw6Al_-ioaFqI5qyIxhEzPUACxQe8m5pzP071pSdLCVIHliAKsWGW8Wv31F7pvKMCgas4TopVSLAhvc8fDHveOgLnSbXegLJbQAw5mx2nothrmibr4NNyse7x7vTjOtnFoJbA9C2k HTTP/1.1", host: "localhost"
2020/06/11 04:52:39 [error] 12#12: *14 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 04:52:41 [error] 12#12: *13 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook/callback?code=AQCnjS4kihLDGllKGKFm6BUZdzhIxrcbe0OalI3-WztwbMv3U3lLXSJ3dKABQv2AF6VXLad-0xkNoGeEwvrZmEBk45wK-IOjAEqCh6edlpfUD0W60fmqzdX97pE4gJDpyq9DVa40XDAiyTYaMfu7GjK7U7LoKHRqe-e44zZNOD0bq8qA5ITqZtOzaa_0ZMenV7scNkO6UVa_y3HZoFZLl4spGfYOyQl9Qul3E_CEYDdFb3bRpq-vS_4dKMzE4t7EYiIHwaSrKQZp2S1glcuxxByAfbN7cOnEsAWI9rAd4k6Mh4DqWevumdS0x_WFzgh3gOVu-8pNDNB5meWOT9S_Qv5g HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:07:45 [error] 12#12: *18 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:07:48 [error] 12#12: *18 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook/callback?code=AQDrxTh9FadfYIhgAmzqs5drA8kspZ7vrlFQ1586qOSjRI0FVLWsL9zVbECcMK3F1TgRacZRnB_gjPyFhTMiQU7ZKsUPJdVRu_OMAZdMLCSp0t9Dnj3p4UinN9rjOS_P0ZjlpoqE9E9f73UtpVeFu_oxr-hVjGJmBdXuedxea8BE86WAIWPVdK7SsyHJTqthcsiHCQ7hhryCRnFWlZskX67r_txAt9JHgjqhFzKN0LCu3lT7BS8BXhGEtYM2CsEGTCeCrmTYHzYXaLz7HARlS6WmtRX2kvo27I_pZJvZPaaBUu1WIoqdyaLmG55OkkZ7GWQY875qhTUXhBX8_g2JwstD HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:08:12 [error] 12#12: *22 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook/callback?code=AQDrxTh9FadfYIhgAmzqs5drA8kspZ7vrlFQ1586qOSjRI0FVLWsL9zVbECcMK3F1TgRacZRnB_gjPyFhTMiQU7ZKsUPJdVRu_OMAZdMLCSp0t9Dnj3p4UinN9rjOS_P0ZjlpoqE9E9f73UtpVeFu_oxr-hVjGJmBdXuedxea8BE86WAIWPVdK7SsyHJTqthcsiHCQ7hhryCRnFWlZskX67r_txAt9JHgjqhFzKN0LCu3lT7BS8BXhGEtYM2CsEGTCeCrmTYHzYXaLz7HARlS6WmtRX2kvo27I_pZJvZPaaBUu1WIoqdyaLmG55OkkZ7GWQY875qhTUXhBX8_g2JwstD HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:08:25 [error] 12#12: *24 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:08:26 [error] 12#12: *22 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook/callback?code=AQDzd4W34wUSvDUoxqcGU8GZVnDe8QF69m2MuWgZG__yQVkkfXAGRWg8XEFJjEiDak5YfqdlpOzD6VDSWeXuQTFWBqs4PQ8oRX2ePmeocGvrXIwvEroW2BepHborsqueaoLzxEhb2UdLLy6sxmwhwh-284gM75ieEw6rub_M-i_lNa4E2YlygTrL2tSARUAbO-SsDund_8Enq50NzJ5Tm4RCJHn7ZMpC3-lVt4ITo1pxx73xIpOKg8Wn0Qwoyr32CPzNHw60Li4E313pgBMocGTSnFnXLOxNxzzs5Wnv1-c8qMna0aEzNDzHS8qgQ6yFztrcDdJLiOnTz2h68oCMVyvn HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:18:25 [error] 12#12: *27 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/patient/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:19:03 [error] 12#12: *29 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/patient/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:19:14 [error] 12#12: *29 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/patient/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:20:21 [error] 12#12: *32 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/patient/facebook HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:20:23 [error] 12#12: *35 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook/callback?code=AQC8KP4AegEnf-P-1sVY0pKe0tw6wvhkaStDvpi7qFmydftLUf4nXfyDn2Leq3GsAm7sylk2J-sa7oesScCF1MphP8UQQL314-eE27Q6yI0PeC2Mp-DySR24HYYi_xa82Ui6_c-ItZv4zJCIaxn4Y30f_eCBltGMKmUY5ed6hVkQYsQfi49-9OcDiNMp6187rj344YNUtsv_LmxfZbNoTSuqUF3rFoDCJCmuDooP0McW0d-8L6i2EO85s3Fk4FhOOCyERbzpBq6Szy9LR8jlTNzYuEhelCVSYTn60pD_GKCEVb78GhmygYr84iFjZEGp10wXP6uwGxHutlkHetZmAfak HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
2020/06/11 05:22:05 [error] 12#12: *38 FastCGI sent in stderr: "PHP message: Xdebug could not open the remote debug file '/var/log/xdebug.log'" while reading response header from upstream, client: 192.168.144.1, server: _, request: "GET /api/login/facebook/callback?code=AQDzd4W34wUSvDUoxqcGU8GZVnDe8QF69m2MuWgZG__yQVkkfXAGRWg8XEFJjEiDak5YfqdlpOzD6VDSWeXuQTFWBqs4PQ8oRX2ePmeocGvrXIwvEroW2BepHborsqueaoLzxEhb2UdLLy6sxmwhwh-284gM75ieEw6rub_M-i_lNa4E2YlygTrL2tSARUAbO-SsDund_8Enq50NzJ5Tm4RCJHn7ZMpC3-lVt4ITo1pxx73xIpOKg8Wn0Qwoyr32CPzNHw60Li4E313pgBMocGTSnFnXLOxNxzzs5Wnv1-c8qMna0aEzNDzHS8qgQ6yFztrcDdJLiOnTz2h68oCMVyvn HTTP/1.1", upstream: "fastcgi://192.168.144.5:9000", host: "localhost"
